,species,countryCode,decimalLatitude,decimalLongitude,year
864,Lithobates catesbeianus,KR,35.319721,127.285531,2007.0
865,Lithobates catesbeianus,KR,35.309166,127.181763,2007.0
866,Lithobates catesbeianus,KR,35.397961,127.152709,2007.0
867,Lithobates catesbeianus,KR,35.308027,127.180763,2007.0
868,Lithobates catesbeianus,KR,35.469115,126.723363,2007.0
869,Lithobates catesbeianus,KR,35.478449,126.615892,2007.0
870,Lithobates catesbeianus,KR,35.383674,126.570694,2007.0
871,Lithobates catesbeianus,KR,35.274005,126.536636,2007.0
872,Lithobates catesbeianus,KR,35.34648,126.429248,2007.0
873,Lithobates catesbeianus,KR,35.354698,126.78775,2007.0
874,Lithobates catesbeianus,KR,36.931056,126.458875,2006.0
875,Lithobates catesbeianus,KR,35.52448,128.013077,2006.0
876,Lithobates catesbeianus,KR,35.596445,128.185645,2006.0
877,Lithobates catesbeianus,KR,35.602187,126.978473,2006.0
878,Lithobates catesbeianus,KR,35.60663,126.78099,2006.0
879,Lithobates catesbeianus,KR,35.513244,126.610057,2006.0
880,Lithobates catesbeianus,KR,35.50714,126.535346,2006.0
881,Lithobates catesbeianus,KR,35.63052,126.493752,2006.0
882,Lithobates catesbeianus,KR,35.871259,128.429779,2005.0
883,Lithobates catesbeianus,KR,35.869822,129.094501,2005.0
884,Lithobates catesbeianus,KR,35.8949,129.074361,2005.0
885,Lithobates catesbeianus,KR,35.930498,129.076976,2005.0
886,Lithobates catesbeianus,KR,35.966113,129.066363,2005.0
887,Lithobates catesbeianus,KR,35.303059,128.454119,2005.0
888,Lithobates catesbeianus,KR,35.358845,128.470318,2005.0
889,Lithobates catesbeianus,KR,34.622574,126.504527,2005.0
890,Lithobates catesbeianus,KR,34.933036,126.568842,2005.0
891,Lithobates catesbeianus,KR,35.755139,126.797243,2005.0
892,Lithobates catesbeianus,KR,35.300987,129.079467,2002.0
893,Lithobates catesbeianus,KR,35.398501,128.828627,2003.0
894,Lithobates catesbeianus,KR,35.353218,129.276244,2002.0
895,Lithobates catesbeianus,KR,35.34157,129.215267,2002.0
896,Lithobates catesbeianus,KR,35.428038,129.21447,2002.0
897,Lithobates catesbeianus,KR,35.527445,129.082258,2003.0
898,Lithobates catesbeianus,KR,35.593846,128.580582,1998.0
899,Lithobates catesbeianus,KR,35.858612,129.073682,2003.0
900,Lithobates catesbeianus,KR,36.011728,128.698503,1998.0
901,Lithobates catesbeianus,KR,35.006604,128.299172,1999.0
902,Lithobates catesbeianus,KR,35.009388,128.285759,1999.0
903,Lithobates catesbeianus,KR,35.062971,128.17191,1999.0
904,Lithobates catesbeianus,KR,35.104815,128.136621,1999.0
905,Lithobates catesbeianus,KR,36.286111,127.2125,2009.0
906,Lithobates catesbeianus,KR,36.496944,127.066667,2009.0
907,Lithobates catesbeianus,KR,34.911167,126.657389,2009.0
908,Lithobates catesbeianus,KR,34.957278,126.773417,2009.0
909,Lithobates catesbeianus,KR,34.940917,126.740167,2009.0
910,Lithobates catesbeianus,KR,35.224444,126.366889,2009.0
911,Lithobates catesbeianus,KR,35.011833,126.406306,2009.0
912,Lithobates catesbeianus,KR,35.058972,126.561389,2009.0
913,Lithobates catesbeianus,KR,36.393417,127.739667,2009.0
914,Lithobates catesbeianus,KR,37.487111,126.541083,2009.0
915,Lithobates catesbeianus,KR,35.146694,126.692167,2009.0
916,Lithobates catesbeianus,KR,34.753219,126.475753,2009.0
917,Lithobates catesbeianus,KR,34.759217,126.400511,2009.0
918,Lithobates catesbeianus,KR,34.930583,126.314681,2009.0
919,Lithobates catesbeianus,KR,36.365083,127.962389,2009.0
920,Lithobates catesbeianus,KR,34.975583,126.899917,2009.0
921,Lithobates catesbeianus,KR,35.873703,129.04595,2012.0
922,Lithobates catesbeianus,KR,35.8875,128.195556,2012.0
923,Lithobates catesbeianus,KR,34.366417,126.489036,2012.0
924,Lithobates catesbeianus,KR,34.358894,126.547256,2012.0
925,Lithobates catesbeianus,KR,34.721867,126.156314,2012.0
926,Lithobates catesbeianus,KR,36.00525,128.257083,2011.0
927,Lithobates catesbeianus,KR,35.842778,126.854722,2011.0
928,Lithobates catesbeianus,KR,35.863889,126.857222,2011.0
929,Lithobates catesbeianus,KR,35.770278,126.688056,2011.0
930,Lithobates catesbeianus,KR,35.968889,126.8175,2011.0
931,Lithobates catesbeianus,KR,34.473489,126.837033,2011.0
932,Lithobates catesbeianus,KR,35.833889,127.093542,2011.0
933,Lithobates catesbeianus,KR,35.865128,127.14135,2011.0
934,Lithobates catesbeianus,KR,33.248944,126.247472,2011.0
935,Lithobates catesbeianus,KR,34.546744,127.422578,2011.0
936,Lithobates catesbeianus,KR,34.612381,127.310269,2011.0
937,Lithobates catesbeianus,KR,34.688119,127.439994,2011.0
938,Lithobates catesbeianus,KR,34.605692,127.212981,2011.0
939,Lithobates catesbeianus,KR,36.187214,128.629089,2011.0
940,Lithobates catesbeianus,KR,35.8603,126.953186,2011.0
941,Lithobates catesbeianus,KR,34.602903,127.102819,2011.0
942,Lithobates catesbeianus,KR,34.633408,126.976875,2011.0
943,Lithobates catesbeianus,KR,36.077447,129.226178,2011.0
944,Lithobates catesbeianus,KR,36.3375,128.794444,2010.0
945,Lithobates catesbeianus,KR,36.366689,128.58423,2010.0
946,Lithobates catesbeianus,KR,36.195383,127.147039,2010.0
947,Lithobates catesbeianus,KR,36.00675,126.965019,2010.0
948,Lithobates catesbeianus,KR,36.022958,126.815275,2010.0
949,Lithobates catesbeianus,KR,36.123025,126.761989,2010.0
950,Lithobates catesbeianus,KR,36.175611,126.939528,2010.0
951,Lithobates catesbeianus,KR,36.126862,126.837087,2010.0
952,Lithobates catesbeianus,KR,36.229601,126.829766,2010.0
953,Lithobates catesbeianus,KR,36.209269,126.779003,2010.0
954,Lithobates catesbeianus,KR,36.113356,126.616444,2010.0
955,Lithobates catesbeianus,KR,36.185181,126.705436,2010.0
956,Lithobates catesbeianus,KR,36.189567,126.564739,2010.0
957,Lithobates catesbeianus,KR,34.784681,127.635008,2010.0
958,Lithobates catesbeianus,KR,34.787759,127.201417,2010.0
959,Lithobates catesbeianus,KR,34.989939,127.132114,2010.0
960,Lithobates catesbeianus,KR,34.931081,127.594839,2010.0
961,Lithobates catesbeianus,KR,34.818842,127.339872,2010.0
962,Lithobates catesbeianus,KR,35.408469,128.628358,2008.0
963,Lithobates catesbeianus,KR,35.327338,128.47165,2008.0
964,Lithobates catesbeianus,KR,35.356751,128.380519,2008.0
965,Lithobates catesbeianus,KR,35.300508,128.592806,2008.0
966,Lithobates catesbeianus,KR,36.646184,127.687762,2008.0
967,Lithobates catesbeianus,KR,35.301896,128.377908,2008.0
968,Lithobates catesbeianus,KR,36.610669,128.267894,2008.0
969,Lithobates catesbeianus,KR,35.437937,128.530199,2008.0
970,Lithobates catesbeianus,KR,35.349863,128.448319,2008.0
971,Lithobates catesbeianus,KR,35.353557,128.431959,2008.0
972,Lithobates catesbeianus,KR,35.367111,128.4659,2008.0
973,Lithobates catesbeianus,KR,35.312014,129.090985,2008.0
974,Lithobates catesbeianus,KR,35.475742,127.878005,2008.0
975,Lithobates catesbeianus,KR,36.580444,128.769736,2008.0
976,Lithobates catesbeianus,KR,35.419813,127.974815,2008.0
977,Lithobates catesbeianus,KR,35.475544,128.477065,2008.0
978,Lithobates catesbeianus,KR,35.400134,128.320301,2008.0
979,Lithobates catesbeianus,KR,35.402052,128.434875,2008.0
980,Lithobates catesbeianus,KR,35.429332,127.783002,2008.0
981,Lithobates catesbeianus,KR,35.463405,128.337772,2008.0
982,Lithobates catesbeianus,KR,35.38833,128.356993,2008.0
983,Lithobates catesbeianus,KR,35.140112,128.89256,2008.0
984,Lithobates catesbeianus,KR,35.329642,128.319413,2008.0
985,Lithobates catesbeianus,KR,35.291036,128.433737,2008.0
986,Lithobates catesbeianus,KR,35.131391,128.948194,2008.0
987,Lithobates catesbeianus,KR,36.719202,127.382566,2008.0
988,Lithobates catesbeianus,KR,36.602882,127.399899,2008.0
989,Lithobates catesbeianus,KR,35.253734,128.360633,2008.0
990,Lithobates catesbeianus,KR,35.651612,129.236914,2007.0
991,Lithobates catesbeianus,KR,35.74713,129.336709,2007.0
992,Lithobates catesbeianus,KR,35.639253,129.283632,2007.0
993,Lithobates catesbeianus,KR,35.531926,128.434885,2007.0
994,Lithobates catesbeianus,KR,37.513077,126.542384,2007.0
995,Lithobates catesbeianus,KR,36.613832,126.289898,2007.0
996,Lithobates catesbeianus,KR,36.52838,126.543912,2007.0
997,Lithobates catesbeianus,KR,35.447278,127.097533,2007.0
998,Lithobates catesbeianus,KR,35.357216,127.184679,2007.0
999,Lithobates catesbeianus,KR,35.342107,127.173986,2007.0
1000,Lithobates catesbeianus,KR,35.288229,126.536581,2007.0
1001,Lithobates catesbeianus,KR,35.428059,126.802837,2007.0
1002,Lithobates catesbeianus,KR,35.353503,126.698527,2007.0
1003,Lithobates catesbeianus,KR,35.47167,126.719752,2007.0
1004,Lithobates catesbeianus,KR,35.294559,126.682804,2007.0
1005,Lithobates catesbeianus,KR,35.478757,126.532391,2007.0
1006,Lithobates catesbeianus,KR,35.400976,126.756947,2007.0
1007,Lithobates catesbeianus,KR,35.293784,126.529248,2007.0
1008,Lithobates catesbeianus,KR,35.335086,126.867474,2007.0
1009,Lithobates catesbeianus,KR,36.922618,126.585802,2006.0
1010,Lithobates catesbeianus,KR,36.832183,126.343658,2006.0
1011,Lithobates catesbeianus,KR,35.562977,128.211087,2006.0
1012,Lithobates catesbeianus,KR,35.693843,126.908756,2006.0
1013,Lithobates catesbeianus,KR,35.742726,126.767101,2006.0
1014,Lithobates catesbeianus,KR,35.610482,126.736236,2006.0
1015,Lithobates catesbeianus,KR,35.509173,126.563214,2006.0
1016,Lithobates catesbeianus,KR,35.589575,126.513284,2006.0
1017,Lithobates catesbeianus,KR,35.73031,126.614393,2006.0
1018,Lithobates catesbeianus,KR,35.595513,126.494166,2006.0
1019,Lithobates catesbeianus,KR,36.000081,129.177049,2005.0
1020,Lithobates catesbeianus,KR,35.927107,129.145359,2005.0
1021,Lithobates catesbeianus,KR,35.926279,129.052491,2005.0
1022,Lithobates catesbeianus,KR,35.984403,129.038944,2005.0
1023,Lithobates catesbeianus,KR,35.108024,128.499026,2005.0
1024,Lithobates catesbeianus,KR,35.261761,128.437308,2005.0
1025,Lithobates catesbeianus,KR,35.331764,128.471182,2005.0
1026,Lithobates catesbeianus,KR,34.686063,126.434973,2005.0
1027,Lithobates catesbeianus,KR,34.568341,126.370029,2005.0
1028,Lithobates catesbeianus,KR,35.028626,126.474978,2005.0
1029,Lithobates catesbeianus,KR,35.606742,127.066147,2005.0
1030,Lithobates catesbeianus,KR,35.401041,128.92968,2003.0
1031,Lithobates catesbeianus,KR,35.338147,129.217622,2002.0
1032,Lithobates catesbeianus,KR,35.376025,129.248448,2002.0
1033,Lithobates catesbeianus,KR,35.531451,129.100625,2003.0
1034,Lithobates catesbeianus,KR,35.471863,129.246335,2002.0
1035,Lithobates catesbeianus,KR,35.864635,129.057495,2003.0
1036,Lithobates catesbeianus,KR,36.015488,128.993676,2003.0
1037,Lithobates catesbeianus,KR,36.034242,129.010469,2003.0
1038,Lithobates catesbeianus,KR,35.759373,129.4197,2002.0
1039,Lithobates catesbeianus,KR,35.895598,126.823377,2001.0
1040,Lithobates catesbeianus,KR,36.084429,129.054729,2003.0
1041,Lithobates catesbeianus,KR,36.316181,128.431077,2001.0
1042,Lithobates catesbeianus,KR,37.64396,128.920251,2002.0
1043,Lithobates catesbeianus,KR,36.407279,126.581769,1999.0
1044,Lithobates catesbeianus,KR,35.62107,129.327867,2004.0
1045,Lithobates catesbeianus,KR,35.651485,129.237293,2004.0
1046,Lithobates catesbeianus,KR,35.642714,129.302135,2004.0
1047,Lithobates catesbeianus,KR,35.87282,128.798677,2004.0
1048,Lithobates catesbeianus,KR,35.875473,128.890742,2004.0
1049,Lithobates catesbeianus,KR,35.924066,128.94111,2004.0
1050,Lithobates catesbeianus,KR,35.885404,129.002871,2004.0
1051,Lithobates catesbeianus,KR,35.790942,128.883464,2004.0
1052,Lithobates catesbeianus,KR,35.361482,127.165796,2004.0
1053,Lithobates catesbeianus,KR,35.467591,128.391552,2004.0
1054,Lithobates catesbeianus,KR,35.798712,127.615312,2004.0
1055,Lithobates catesbeianus,KR,36.268279,128.799775,2000.0
1056,Lithobates catesbeianus,KR,36.309151,128.743536,2000.0
1057,Lithobates catesbeianus,KR,36.271114,128.250344,2000.0
1058,Lithobates catesbeianus,KR,36.549182,128.366892,1998.0
1059,Lithobates catesbeianus,KR,36.114095,126.904787,2001.0
1060,Lithobates catesbeianus,KR,36.389771,127.074746,2001.0
1061,Lithobates catesbeianus,KR,36.631126,126.813663,2002.0
1062,Lithobates catesbeianus,KR,36.390613,126.589439,1999.0
1063,Lithobates catesbeianus,KR,35.715746,129.238333,2004.0
1064,Lithobates catesbeianus,KR,35.88029,128.882254,2004.0
1065,Lithobates catesbeianus,KR,35.885924,128.955785,2004.0
1066,Lithobates catesbeianus,KR,35.835545,128.96285,2004.0
1067,Lithobates catesbeianus,KR,35.785613,128.884583,2004.0
1068,Lithobates catesbeianus,KR,35.261939,128.865502,2004.0
1069,Lithobates catesbeianus,KR,35.386817,128.043586,2004.0
1070,Lithobates catesbeianus,KR,35.475351,128.193207,2004.0
1071,Lithobates catesbeianus,KR,35.536348,128.126044,2004.0
1072,Lithobates catesbeianus,KR,35.538009,128.182517,2004.0
1073,Lithobates catesbeianus,KR,35.39059,128.379975,2004.0
1074,Lithobates catesbeianus,KR,35.459085,128.26265,2004.0
1075,Lithobates catesbeianus,KR,35.90884,128.957001,2004.0
1076,Lithobates catesbeianus,KR,35.316368,128.560651,2003.0
1077,Lithobates catesbeianus,KR,35.284961,128.073219,2002.0
1078,Lithobates catesbeianus,KR,35.584839,128.061332,2000.0
1079,Lithobates catesbeianus,KR,35.084628,127.599141,1999.0
1080,Lithobates catesbeianus,KR,35.685637,128.135576,2000.0
1081,Lithobates catesbeianus,KR,34.69678,126.585148,2003.0
1082,Lithobates catesbeianus,KR,34.74603,126.474912,2003.0
1083,Lithobates catesbeianus,KR,35.030573,126.91011,2000.0
1084,Lithobates catesbeianus,KR,34.863247,126.714892,2002.0
1085,Lithobates catesbeianus,KR,35.195622,126.575651,1998.0
1086,Lithobates catesbeianus,KR,35.181116,126.538993,1998.0
1087,Lithobates catesbeianus,KR,35.89838,126.831391,2001.0
1088,Lithobates catesbeianus,KR,36.081744,129.056872,2003.0
1089,Lithobates catesbeianus,KR,36.334335,128.730899,2000.0
1090,Lithobates catesbeianus,KR,36.263193,128.690663,2000.0
1091,Lithobates catesbeianus,KR,36.053417,126.906052,2001.0
1092,Lithobates catesbeianus,KR,36.85986,126.950004,2001.0
1093,Lithobates catesbeianus,KR,37.647013,126.5221,1998.0
1094,Lithobates catesbeianus,KR,35.856857,128.81624,2004.0
1095,Lithobates catesbeianus,KR,35.845808,128.946319,2004.0
1096,Lithobates catesbeianus,KR,35.875732,128.886595,2004.0
1097,Lithobates catesbeianus,KR,35.890167,129.013163,2004.0
1098,Lithobates catesbeianus,KR,35.788635,128.876595,2004.0
1099,Lithobates catesbeianus,KR,34.455707,126.16455,2004.0
1100,Lithobates catesbeianus,KR,34.602395,127.334648,2004.0
1101,Lithobates catesbeianus,KR,35.358444,128.01545,2004.0
1102,Lithobates catesbeianus,KR,35.54372,128.171299,2004.0
1103,Lithobates catesbeianus,KR,35.407603,128.364998,2004.0
1104,Lithobates catesbeianus,KR,35.893042,128.960529,2004.0
1105,Lithobates catesbeianus,KR,35.286789,128.158237,2008.0
1106,Lithobates catesbeianus,KR,35.265191,128.217813,2008.0
1107,Lithobates catesbeianus,KR,35.302786,128.624831,2008.0
1108,Lithobates catesbeianus,KR,35.283038,128.495537,2008.0
1109,Lithobates catesbeianus,KR,35.33267,128.417849,2008.0
1110,Lithobates catesbeianus,KR,35.349308,128.56628,2008.0
1111,Lithobates catesbeianus,KR,35.352502,128.524562,2008.0
1112,Lithobates catesbeianus,KR,35.432743,128.02665,2008.0
1113,Lithobates catesbeianus,KR,35.328533,128.521007,2008.0
1114,Lithobates catesbeianus,KR,35.365195,128.43232,2008.0
1115,Lithobates catesbeianus,KR,35.336961,127.899568,2008.0
1116,Lithobates catesbeianus,KR,35.358307,128.469067,2008.0
1117,Lithobates catesbeianus,KR,35.424611,127.854801,2008.0
1118,Lithobates catesbeianus,KR,35.234267,128.776319,2008.0
1119,Lithobates catesbeianus,KR,35.460823,128.490786,2008.0
1120,Lithobates catesbeianus,KR,38.213613,128.581148,2008.0
1121,Lithobates catesbeianus,KR,35.099616,128.849092,2008.0
1122,Lithobates catesbeianus,KR,35.445879,128.278166,2008.0
1123,Lithobates catesbeianus,KR,35.491154,127.797976,2008.0
1124,Lithobates catesbeianus,KR,35.34107,128.034319,2008.0
1125,Lithobates catesbeianus,KR,35.223465,128.970707,2008.0
1126,Lithobates catesbeianus,KR,35.414135,128.700963,2008.0
1127,Lithobates catesbeianus,KR,35.373558,128.916111,2008.0
1128,Lithobates catesbeianus,KR,35.446333,128.17987,2008.0
1129,Lithobates catesbeianus,KR,35.365254,128.983633,2008.0
1130,Lithobates catesbeianus,KR,35.729937,129.170918,2007.0
1131,Lithobates catesbeianus,KR,35.62942,129.143783,2007.0
1132,Lithobates catesbeianus,KR,35.573705,129.28516,2007.0
1133,Lithobates catesbeianus,KR,35.518294,129.285772,2007.0
1134,Lithobates catesbeianus,KR,37.530577,126.408899,2007.0
1135,Lithobates catesbeianus,KR,37.790858,126.288624,2007.0
1136,Lithobates catesbeianus,KR,37.82919,126.430572,2007.0
1137,Lithobates catesbeianus,KR,35.568592,128.896972,2007.0
1138,Lithobates catesbeianus,KR,36.725613,126.539392,2007.0
1139,Lithobates catesbeianus,KR,36.651826,126.371688,2007.0
1140,Lithobates catesbeianus,KR,35.357915,127.075058,2007.0
1141,Lithobates catesbeianus,KR,35.350777,127.060282,2007.0
1142,Lithobates catesbeianus,KR,35.313415,127.142683,2007.0
1143,Lithobates catesbeianus,KR,35.268557,126.821834,2007.0
1144,Lithobates catesbeianus,KR,35.335785,126.551887,2007.0
1145,Lithobates catesbeianus,KR,35.325563,126.479333,2007.0
1146,Lithobates catesbeianus,KR,35.434725,126.792752,2007.0
1147,Lithobates catesbeianus,KR,35.28306,126.574555,2007.0
1148,Lithobates catesbeianus,KR,36.824211,126.241334,2006.0
1149,Lithobates catesbeianus,KR,36.79613,126.166563,2006.0
1150,Lithobates catesbeianus,KR,35.51978,127.009915,2006.0
1151,Lithobates catesbeianus,KR,35.572746,126.980695,2006.0
1152,Lithobates catesbeianus,KR,35.551082,126.893203,2006.0
1153,Lithobates catesbeianus,KR,35.641072,126.982639,2006.0
1154,Lithobates catesbeianus,KR,35.534921,126.710527,2006.0
1155,Lithobates catesbeianus,KR,35.612811,126.495168,2006.0
1156,Lithobates catesbeianus,KR,35.628848,126.492154,2006.0
1157,Lithobates catesbeianus,KR,35.935903,128.409407,2005.0
1158,Lithobates catesbeianus,KR,35.985168,129.138494,2005.0
1159,Lithobates catesbeianus,KR,35.946985,129.119698,2005.0
1160,Lithobates catesbeianus,KR,35.922077,129.032935,2005.0
1161,Lithobates catesbeianus,KR,35.974675,129.028056,2005.0
1162,Lithobates catesbeianus,KR,35.119403,128.513566,2005.0
1163,Lithobates catesbeianus,KR,35.254172,128.433511,2005.0
1164,Lithobates catesbeianus,KR,35.299456,128.443026,2005.0
1165,Lithobates catesbeianus,KR,35.384787,128.433436,2005.0
1166,Lithobates catesbeianus,KR,35.05167,126.454498,2005.0
1167,Lithobates catesbeianus,KR,34.52931,127.151618,2005.0
1168,Lithobates catesbeianus,KR,34.775237,127.613878,2005.0
1169,Lithobates catesbeianus,KR,35.684796,126.909533,2005.0
1170,Lithobates catesbeianus,KR,35.436747,128.862422,2003.0
1171,Lithobates catesbeianus,KR,35.426746,128.730284,1998.0
1172,Lithobates catesbeianus,KR,35.44949,129.071446,2003.0
1173,Lithobates catesbeianus,KR,35.537452,129.100889,2003.0
1174,Lithobates catesbeianus,KR,35.589909,129.064097,2003.0
1175,Lithobates catesbeianus,KR,35.450442,129.018161,2003.0
1176,Lithobates catesbeianus,KR,35.460354,128.823332,2003.0
1177,Lithobates catesbeianus,KR,35.476508,128.720267,1998.0
1178,Lithobates catesbeianus,KR,35.876117,129.024663,2003.0
1179,Lithobates catesbeianus,KR,35.879211,129.036146,2003.0
1180,Lithobates catesbeianus,KR,36.03321,129.035639,2003.0
1181,Lithobates catesbeianus,KR,35.112202,128.333257,1999.0
1182,Lithobates catesbeianus,KR,35.059299,128.200361,1999.0
1183,Lithobates catesbeianus,KR,35.110107,128.180482,1999.0
1184,Lithobates catesbeianus,KR,35.190588,128.389086,1999.0
1185,Lithobates catesbeianus,KR,35.215944,128.000646,2002.0
1186,Lithobates catesbeianus,KR,35.298273,128.059103,2002.0
1187,Lithobates catesbeianus,KR,35.331797,128.070456,2002.0
1188,Lithobates catesbeianus,KR,35.584618,128.141128,2000.0
1189,Lithobates catesbeianus,KR,35.040448,128.174656,1999.0
1190,Lithobates catesbeianus,KR,35.107466,128.132695,1999.0
1191,Lithobates catesbeianus,KR,35.209022,128.215946,1999.0
1192,Lithobates catesbeianus,KR,35.271456,128.065581,2002.0
1193,Lithobates catesbeianus,KR,35.654155,128.427991,1998.0
1194,Lithobates catesbeianus,KR,35.686938,128.028369,2000.0
1195,Lithobates catesbeianus,KR,35.138851,127.467248,1999.0
1196,Lithobates catesbeianus,KR,34.497298,126.337103,1998.0
1197,Lithobates catesbeianus,KR,36.19857,128.094654,2000.0
1198,Lithobates catesbeianus,KR,36.574969,126.783088,1999.0
1199,Lithobates catesbeianus,KR,36.405982,126.663564,1999.0
1200,Lithobates catesbeianus,KR,36.394402,127.275863,2000.0
1201,Lithobates catesbeianus,KR,35.620398,129.320441,2004.0
1202,Lithobates catesbeianus,KR,35.850483,128.900846,2004.0
1203,Lithobates catesbeianus,KR,35.860866,128.791146,2004.0
1204,Lithobates catesbeianus,KR,35.565483,129.289447,2004.0
1205,Lithobates catesbeianus,KR,35.611052,129.292533,2004.0
1206,Lithobates catesbeianus,KR,35.876468,128.993522,2004.0
1207,Lithobates catesbeianus,KR,35.767446,128.849786,2004.0
1208,Lithobates catesbeianus,KR,35.785231,128.881256,2004.0
1209,Lithobates catesbeianus,KR,35.231363,128.835323,2004.0
1210,Lithobates catesbeianus,KR,35.442708,126.976532,2004.0
1211,Lithobates catesbeianus,KR,36.185196,126.842438,2004.0
1212,Lithobates catesbeianus,KR,35.52036,128.134788,2004.0
1213,Lithobates catesbeianus,KR,35.56622,128.187786,2004.0
1214,Lithobates catesbeianus,KR,35.530789,128.273348,2004.0
1215,Lithobates catesbeianus,KR,35.910331,128.960302,2004.0
1216,Lithobates catesbeianus,KR,35.551006,126.892508,2013.0
1217,Lithobates catesbeianus,KR,35.447433,127.5544,2013.0
1218,Lithobates catesbeianus,KR,35.451758,126.476744,2013.0
1219,Lithobates catesbeianus,KR,36.781078,127.385797,2013.0
1220,Lithobates catesbeianus,KR,35.468967,126.682089,2013.0
1221,Lithobates catesbeianus,KR,35.611514,126.776814,2013.0
1222,Lithobates catesbeianus,KR,36.640203,127.416253,2013.0
1223,Lithobates catesbeianus,KR,35.729969,126.85705,2013.0
1224,Lithobates catesbeianus,KR,35.507939,126.718117,2013.0
1225,Lithobates catesbeianus,KR,35.684758,126.799447,2013.0
1226,Lithobates catesbeianus,KR,35.716114,126.881,2013.0
1227,Lithobates catesbeianus,KR,35.180075,127.906892,2009.0
1228,Lithobates catesbeianus,KR,35.132017,127.985147,2009.0
1229,Lithobates catesbeianus,KR,35.032042,127.887753,2009.0
1230,Lithobates catesbeianus,KR,35.221389,127.928311,2009.0
1231,Lithobates catesbeianus,KR,35.210425,126.925829,2000.0
1232,Lithobates catesbeianus,KR,35.291574,126.881788,2001.0
1233,Lithobates catesbeianus,KR,35.450869,127.203073,2001.0
1234,Lithobates catesbeianus,KR,35.050241,126.679917,2001.0
1235,Lithobates catesbeianus,KR,34.932877,126.432395,2003.0
1236,Lithobates catesbeianus,KR,35.692019,126.573976,2001.0
1237,Lithobates catesbeianus,KR,36.139821,129.001199,1998.0
1238,Lithobates catesbeianus,KR,36.206482,127.437603,2003.0
1239,Lithobates catesbeianus,KR,36.464152,127.018986,2000.0
1240,Lithobates catesbeianus,KR,35.63677,129.231287,2004.0
1241,Lithobates catesbeianus,KR,35.863247,128.804814,2004.0
1242,Lithobates catesbeianus,KR,35.854839,128.790708,2004.0
1243,Lithobates catesbeianus,KR,35.872495,128.985592,2004.0
1244,Lithobates catesbeianus,KR,35.912788,128.882192,2004.0
1245,Lithobates catesbeianus,KR,35.756118,128.849826,2004.0
1246,Lithobates catesbeianus,KR,35.776768,128.885145,2004.0
1247,Lithobates catesbeianus,KR,35.335838,128.942321,2004.0
1248,Lithobates catesbeianus,KR,35.306606,126.967079,2004.0
1249,Lithobates catesbeianus,KR,35.404056,128.052396,2004.0
1250,Lithobates catesbeianus,KR,35.492627,128.037184,2004.0
1251,Lithobates catesbeianus,KR,35.544432,128.149558,2004.0
1252,Lithobates catesbeianus,KR,35.537145,128.274944,2004.0
1253,Lithobates catesbeianus,KR,35.497686,128.295332,2004.0
1254,Lithobates catesbeianus,KR,35.391852,128.370761,2004.0
1255,Lithobates catesbeianus,KR,35.481364,126.614894,2013.0
1256,Lithobates catesbeianus,KR,37.785117,128.904608,2013.0
1257,Lithobates catesbeianus,KR,37.196508,126.645314,2009.0
1258,Lithobates catesbeianus,KR,35.049611,127.954945,2009.0
1259,Lithobates catesbeianus,KR,35.043406,127.978675,2009.0
1260,Lithobates catesbeianus,KR,35.085831,127.7446,2009.0
1261,Lithobates catesbeianus,KR,35.041611,127.891206,2009.0
1262,Lithobates catesbeianus,KR,35.078025,127.883825,2009.0
1263,Lithobates catesbeianus,KR,35.092192,127.855114,2009.0
1264,Lithobates catesbeianus,KR,35.0335,127.83642,2009.0
1265,Lithobates catesbeianus,KR,34.830139,126.573667,2009.0
1266,Lithobates catesbeianus,KR,34.963833,126.649667,2009.0
1267,Lithobates catesbeianus,KR,34.760194,126.618695,2009.0
1268,Lithobates catesbeianus,KR,34.9765,126.719556,2009.0
1269,Lithobates catesbeianus,KR,35.028333,126.256722,2009.0
1270,Lithobates catesbeianus,KR,35.218583,126.482556,2009.0
1271,Lithobates catesbeianus,KR,36.420389,126.522056,2009.0
1272,Lithobates catesbeianus,KR,37.231583,126.584028,2009.0
1273,Lithobates catesbeianus,KR,34.774494,126.462728,2009.0
1274,Lithobates catesbeianus,KR,35.101889,127.228195,2009.0
1275,Lithobates catesbeianus,KR,36.339083,128.099028,2009.0
1276,Lithobates catesbeianus,KR,36.307,128.094445,2009.0
1277,Lithobates catesbeianus,KR,36.297694,128.021611,2009.0
1278,Lithobates catesbeianus,KR,35.055833,127.135722,2009.0
1279,Lithobates catesbeianus,KR,36.290167,127.964195,2009.0
1280,Lithobates catesbeianus,KR,34.943222,126.907695,2009.0
1281,Lithobates catesbeianus,KR,35.865097,128.965661,2012.0
1282,Lithobates catesbeianus,KR,34.428347,126.603231,2012.0
1283,Lithobates catesbeianus,KR,35.007197,126.117761,2012.0
1284,Lithobates catesbeianus,KR,36.10075,128.259333,2011.0
1285,Lithobates catesbeianus,KR,36.199944,128.277861,2011.0
1286,Lithobates catesbeianus,KR,36.150778,128.170222,2011.0
1287,Lithobates catesbeianus,KR,35.759444,126.764167,2011.0
1288,Lithobates catesbeianus,KR,35.7625,126.718333,2011.0
1289,Lithobates catesbeianus,KR,35.848056,126.698056,2011.0
1290,Lithobates catesbeianus,KR,35.910278,126.660278,2011.0
